text,rating,label,clean_text,text_length
"Aplikasi gak jelas,gak bisa verifikasi nomor HP",1,negative,aplikasi gak gak verifikasi nomor hp,36
Aplikasi k0ntol gaguna,1,negative,aplikasi kntol gaguna,21
Harusnya namanya tweter,1,negative,nama tweter,11
makin kesini makin aneh mau daftar aja susah padahal nomor baru ga pernah di gunakan bagus twitter dulu,1,negative,kesini aneh daftar aja susah nomor ga bagus twitter,51
"Apa apaan keluar Mulu ANJRRRR , parah banget , perasaan dulu oke2 aja deh, bagusan yang kw nya bjirrr , yg kw nya lancar2 baee",2,negative,mulu anjrr parah banget asa oke aja deh bagus kw nya bjirr yg kw nya lancar baee,80
Ok mantap kali,5,positive,ok mantap kali,14
biasa aja malah ngeleg,2,negative,aja ngeleg,10
Ok mntp,5,positive,ok mntp,7
bajah,3,neutral,bajah,5
Malesin,1,negative,malesin,7
"Aplikasi media sosial yang bagus, karena terbuka dan tidak ada batasan dalam berpendapat, sehingga semua orang bisa menyuarakan pendapat dan pemikirannya.",5,positive,aplikasi media sosial bagus buka batas dapat orang suara dapat pikir,68
Mau login mental Mulu ..,1,negative,login mental mulu,17
Aplikasi Kere,1,negative,aplikasi kere,13
Apk su,1,negative,apk su,6
bantu meningkatkan produk🥰,5,positive,bantu tingkat produk,20
blok abis di update malah sering bug,1,negative,blok abis update bug,20
kebebasan informasi,5,positive,bebas informasi,15
Mantap penuh inofativ.,5,positive,mantap penuh inofativ,21
tolong dibenerin dong bug loginnya,1,negative,tolong dibenerin bug loginnya,29
Performa nya jelek sesudah jd apk X,1,negative,performa nya jelek jd apk x,27
Hasbimamuju,1,negative,hasbimamuju,11
burik apk nya,1,negative,burik apk nya,13
Too much bug !!!,1,negative,too much bug,12
Apl rusak gak bisa masukin akun gak usah di download ni apl menuhi memo aja,1,negative,apl rusak gak masukin akun gak download ni apl menuhi memo aja,62
Aplikasi stress,1,negative,aplikasi stress,15
Aplikasi balul mau daftar aja di persulit masukin nomor hp aja gabisa bisa!!!!!,1,negative,aplikasi balul daftar aja sulit masukin nomor hp aja gabisa,59
aplikasi luar biasa yang dapat mengantarkan kita pada peningkatan pengetahuan tentang perkembangan situasi dunia,5,positive,aplikasi antar tingkat tahu kembang situasi dunia,49
Susah login akun,1,negative,susah login akun,16
Kmaren kmaren aman aman aja lah sekarang gabisa masuk,1,negative,kmaren kmaren aman aman aja gabisa masuk,40
jelek bgt mau login doang susah eror mulu apaan dh apk jelek gini prasaan dlu ga gni kok skrg berubah ya??,1,negative,jelek bgt login doang susah eror mulu dh apk jelek gin prasaan dlu ga gni skrg ubah ya,86
Play video kok ga bisa sama sekali ya,1,negative,play video ga ya,16
"Buruk, force close terus menerus",1,negative,buruk force close terus,23
"Aplikasi ga guna,sering eror",1,negative,aplikasi ga eror,16
Apk makin aneh gak jelas banget,1,negative,apk aneh gak banget,19
"Semenjak dipegang Elon musk, jadi jelek banget Twitter ewh",1,negative,semenjak pegang elon musk jelek banget twitter ewh,50
Cukup menghibur dan bermanfaat buat santai sambil mengambil kesimpulan di apl ini.,5,positive,hibur manfaat santai ambil simpul apl,37
Apk gatel,1,negative,apk gatel,9
Gk sekalian aja x³,1,negative,gk aja x,8
Thanks you Fery much,5,positive,thanks you fery much,20
Makin aneh. Tolong d perbaiki,1,negative,aneh tolong d baik,18
jujur msh suka sama sistem Twitter yg dulu dari pada yg sekarang apa apa kalau mau lebih harus banget bayar mau ngeliat liat lebih aja harus byr gj banget,2,negative,jujur msh suka sistem twitter yg yg banget bayar ngeliat liat aja byr gj banget,79
"Woi, yg bener dikit lah, gua yg mau daftar Napa ga bisa bisa, padahal nomor hp gua gada masalah apa² tp ga bisa dipake 'maaf saat ini kami tidak bisa mendaftarkan nomor ponsel ini' kn gblk Perbaikilah apk nya",1,negative,woi yg bener dikit gua yg daftar napa ga nomor hp gua gada apa tp ga dipake maaf daftar nomor ponsel kn gblk baik apk nya,121
"Aku pengen twiter bukan ""X"" jd bingung kalo mau donwload twiter 😭😭😭",1,negative,ken twiter x jd bingung kalo donwload twiter,44
Apk jelek!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!! !!!!!!!!!!! Tapi boong hayukjkkk,4,positive,apk jelek boong hayukjkk,24
"Apk Bot , onana beler, munyuk beler , munyuk kalah karna ni apk , jangan di download ( rorrr🦖🦖 )",1,negative,apk bot onana beler munyuk beler munyuk kalah karna ni apk download rorr,72
"Terlalu sering update apk nya, terus suka tiba tiba ngeleg padahal jaringan saya bagus, tapi sisanya okeh semuaa",4,positive,update apk nya suka ngeleg jaring bagus sisa okeh semuaa,56
Sosmed yang paling jelek yang ada di playstore Kalo ada bintang di bawah 1 Gue kasih 0.01 ⭐,1,negative,sosmed jelek playstore kalo bintang gue kasih,45
Kesalahan teknis Mulu ajg,1,negative,salah teknis mulu ajg,21
"Nggak bisa daftar, payah... Nggak heran bintangnya underatted",1,negative,nggak daftar payah nggak heran bintang underatted,49
Gabisa login dan pembaruan twitter skrg makin jelek parah.,1,negative,gabisa login baru twitter skrg jelek parah,42
Sudah hancur ini aplikasi .. mau masuk pencarian..eh malah hanya bisa kedip kedip terus dan muncul tulisan kesalahan teknis..begitu terus..anehh.. IT nya kurang piknik..ancurlahh..,1,negative,hancur aplikasi masuk cari eh kedip kedip muncul tulis salah teknis anehh it nya piknik ancurlahh,97
"Hallo teman-teman Tweeps atau pengguna akun sosial media Twitter, melihat ulasan teman semua disini kok pada negatif ya, hingga hari dan tanggal sekarang ini ketika aku baru sempatin online ke play store lalu ingin aku lihat aplikasi Twitter ini ya nih sudah berganti lambang burung biru 🐦 itu, ganti menjadi lambang X latar hitam, huft males banget deh mau install update Twitter di play store nya, karena ulasan dari teman semua rata-rata sudah pada tau kekurangan update Twitter disaat sekarang !",3,neutral,hallo teman teman tweeps guna akun sosial media twitter ulas teman negatif ya tanggal sempatin online play store lihat aplikasi twitter ya nih ganti lambang burung biru ganti lambang x latar hitam huft males banget deh install update twitter play store nya ulas teman tau kurang update twitter saat,298
"Sajikan postingan, info dan komentar yg berkualitas dan tentu saja update dr berbagai kalangan yg sdh terkenal",4,positive,saji postingan info komentar yg kualitas update dr kalang yg sdh kenal,70
Kesukaan hati dunnya surga hiburan,5,positive,suka hati dunnya surga hibur,28
"Gajelas bgt astaga, dikit dikit kesalah terus",1,negative,gajelas bgt astaga dikit dikit salah,36
Susah login susah buat akun baru gagal terus,1,negative,susah login susah akun gagal,28
"Parahh banget mau daftar aj ga bisa cuma gara2 nomor HP, nomer udah bener tetap masih ga bisaa. Sampe 5x dftr masih ga bisa jugaa",1,negative,parahh banget daftar aj ga gara nomor hp nomer udah bener ga bisaa sampe x dftr ga jugaa,88
Apk bagus pertahankan,5,positive,apk bagus tahan,15
Sangat membantu memberikan informasi yang menarik dan berkembang selama ini .. sehingga bisa memberikan wawasan yang bermanfaat buat saya pada saat ini.,3,neutral,bantu informasi tarik kembang wawas manfaat,43
"Aku pakai Twitter pada tahun 2021. Apk ini sangat bagus yang terutama hobi baca artikel, berita, dan informasi. 😋",5,positive,pakai twitter apk bagus hobi baca artikel berita informasi,58
aneh sekali mau masukan no handphone malah ga bisa bisa. padahal no nya blm pernah di pake samsek,1,negative,aneh masuk no handphone ga no nya blm pake samsek,49
"Tidak bisa mendaftar, ketika nomor telepon ingin dikaitkan tidak bisa",1,negative,daftar nomor telepon kait,25
Jelek banget apk nya bikin aku aja nggak bisa,1,negative,jelek banget apk nya bikin aja nggak,36
kenapa saya tidak bisa mendaftarkan nomer saya!?? SEMAKIN LAMA SEMAKIN SUSAH BUAT DAFTAR DI X APA² GA BISA KAYA NOMER DLL SAYA SAYA HARAP INI CEPAT DI PERBAIKI!! SUNGGUH MENGECEWAKAN,1,negative,daftar nomer susah daftar x apa ga kaya nomer dll harap cepat baik sungguh kecewa,81
terus berinovasi dan selalu terdepan,4,positive,inovasi depan,13
Apk jelek dihapus ga bisa,1,negative,apk jelek hapus ga,18
Aplikasi ini sangat bagus makasih twiter karna aplikasi ini aku bisa nonton anime baca komik ada berita pokoknya bagus gua bersyukur banget karna aplikasi ini yng selalu nemenin gua kalo kesepian,5,positive,aplikasi bagus makasih twiter karna aplikasi nonton anime baca komik berita pokok bagus gua syukur banget karna aplikasi yng nemenin gua kalo sepi,146
Aplikasi yg aneh ...lama dawloodnya beriitanya itu 2 aja...,1,negative,aplikasi yg aneh dawloodnya beriitanya aja,42
Tolol gak jelas sekarang twiter semenjak di pegang elon musk,1,negative,tolol gak twiter semenjak pegang elon musk,42
Tiap buat akun di tangguhin melulu,1,negative,akun tangguhin melulu,21
Nyesel cuma buang² kuota dowloat apk gak bisa login,1,negative,nyesel buang kuota dowloat apk gak login,40
Semakin gaguna nih aplikasi,1,negative,gaguna nih aplikasi,19
"Aneh aja keliatannya x,bnyk errorny",1,negative,aneh aja liat x bnyk errorny,28
"ga bisa buat daftar nomer, padahal nomer ku belum pernah daftar x, payah",1,negative,ga daftar nomer nomer ku daftar x payah,39
"Tolong jangan suka suspend sembarangan,akun saya masih sehat ga ada kena ghost band dll. Tapi malah terkena suspend semi (bukan permanent), saya mohon perbaiki aplikasi YANG ANDA BUAT!.",1,negative,tolong suka suspend sembarang akun sehat ga kena ghost band dll kena suspend semi permanent mohon baik aplikasi,111
Kenapa logonya diganti dgn huruf X ya,5,positive,logo ganti dgn huruf x ya,25
Kesalahan teknis gabisadibuka,1,negative,salah teknis gabisadibuka,25
Ga bisa baca Twitt,5,positive,ga baca twitt,13
"Akun pornografi/pornoaksi BEBAS SEBEBASNYA Sedangkan Akun Pembela Kebenaran, Akun Pejuang Kemanusiaan malah DICARI-CARI KESALAHAN dan DIMATIKAN Sungguh SOSIAL MEDIA nya Para IBLIS",1,negative,akun pornografi pornoaksi bebas bebas akun bela benar akun juang manusia cari cari salah mati sungguh sosial media nya iblis,124
Semakin maju dan update,5,positive,maju update,11
Oke jos sip mantab puas hemat terjangkau uhuy good baik terima kasih banyak atas bantuannya saya ucapkan,5,positive,oke jos sip mantab puas hemat jangkau uhuy good terima kasih bantu ucap,71
Apk tolol nyesel gue download!ga sesuai expetasi! Daftar account aja gk bisa !unistal,1,negative,apk tolol nyesel gue download ga sesuai expetasi daftar account aja gk unistal,78
"Aplikasi cacad anjenggg,logo udah kayak situs bokep",1,negative,aplikasi cacad anjengg logo udah kayak situs bokep,50
Bagus sekalu,4,positive,bagus sekalu,12
Tidak bisa dafta nomor hp,1,negative,dafta nomor hp,14
Krja,1,negative,krja,4
Tolong min baca ni komen kita yang mau login kesulitan di masukan nomer hp buruk si menurutku,1,negative,tolong min baca ni komen login sulit masuk nomer hp buruk si turut,66
"Susah masuk, login gagal terus, pakai nomor juga sama aja ttep gak bsa masuk",1,negative,susah masuk login gagal pakai nomor aja ttep gak bsa masuk,58
Gara gara keisengan Om Elon 1m kali download apk bagus malah jadi gk. Bermanfaat,1,negative,gara gara iseng om elon m kali download apk bagus gk manfaat,60
Semenjak pindah tangan makin lama makin jelek!!!,1,negative,semenjak pindah tangan jelek,28
Jelelk,1,negative,jelelk,6
apasih gabisa nambahin nomor hp provider indonesia,2,negative,apasih gabisa nambahin nomor hp provider indonesia,50
Makin gak jelas apknya,1,negative,gak apknya,10
Aplikasi ini bisa membantu orang yg baru tahap hidup berkeluarga,5,positive,aplikasi bantu orang yg tahap hidup keluarga,44
Pokoknya x mantap,5,positive,pokok x mantap,14
buat space error mulu ajg,1,negative,space error mulu ajg,20
Kenapa microfon saya ga bisa,5,positive,microfon ga,11
Apk gj udh dri tadi nga bisa login² nomor nya nga bisa lah udh ganti juga sama,1,negative,apk gj udh dri nga login nomor nya nga udh ganti,48
"jelek banget,,,semakin jelek dari kemarin.udah gitu lelet pula.cukup bintang 1 aja.",1,negative,jelek banget jelek kemarin udah gitu lelet bintang aja,54
"Dari 2013 saya suka menggunakan twitter, Twitter ya bukan X",1,negative,suka twitter twitter ya x,25
Saya di ban tanpa alasan yang jelas,1,negative,ban alas,8
Yexxx,5,positive,yexx,4
"lebih suka yg sekarang sih yg peraturannya tidak terlalu alay kaya fb , yg dikit banned",5,positive,suka yg sih yg atur alay kaya fb yg dikit banned,48
"Kok aneh ya sekarang sering eror, trus mau postingan sesuatu gagal terus sih",1,negative,aneh ya eror trus postingan gagal sih,37
Donlot ini cuma mau liat mlbbhub 🗿,5,positive,donlot liat mlbbhub,19
aplikasi yang dulu lebih bagus sekarang kesalahan teknis melulu video juga gak bisa di putar,1,negative,aplikasi bagus salah teknis melulu video gak putar,50
gak ngapa ngapain kok tiba tiba akun gua di tangguhkan jancokk 😁😁,1,negative,gak ngapa ngapain akun gua tangguh jancokk,42
Tambahkan subtitle kalo bisa supaya orang yang tidak paham bahasa asing akan mengerti,4,positive,tambah subtitle kalo orang paham bahasa asing erti,50
"Loginnya kok aneh sekali, ada tulisan ""saya tidak yakin akun ini milik anda sepenuhnya"" gimana sih, padahal ini akun saya yang sebenarnya",1,negative,loginnya aneh tulis akun milik sepenuh gimana sih akun,54
Banyak iklan slot nya..ilangin lah...asu,1,negative,iklan slot nya ilangin asu,26
"twit di update malah makin jelek mek, sering error error gjlas njing",1,negative,twit update jelek mek error error gjlas njing,45
gimanasi mas elon malah jadi gini,1,negative,gimanasi mas elon gin,21
"kesalahan teknis mulu , bintang 1",1,negative,salah teknis mulu bintang,25
Hancur dah Twitternya nggak kayak dulu,1,negative,hancur dah twitternya nggak kayak,33
Makin ngawur,1,negative,ngawur,6
Akun oe ilang ma,1,negative,akun oe ilang ma,16
Sebuah kemunduran sihh dari twiter ke X 😑👎,1,negative,mundur sihh twiter x,20
Aplikasi jelek pas dipegang elon,1,negative,aplikasi jelek pas pegang elon,30
Masih banyak bug. Tampilan sering keluar masuk sendiri tanpa sebab. Mohon diperbaiki,1,negative,bug tampil masuk mohon baik,27
Lebih Bagus dari threads,5,positive,bagus threads,13
Sangat jelek ini aplikasi tidak seperti yang dulu semenjak di beli sama elon malah banyak bug,1,negative,jelek aplikasi semenjak beli elon bug,37
Te bisa daftar,1,negative,te daftar,9
"Akun ku kenapa gabisa ditemukan? Padahal nomor udh bener loh selalu muncul tulisan maaf, kami tidak bisa menemukan akun anda, jelas jelas akun gw bener no telpon nya",1,negative,akun ku gabisa temu nomor udh bener loh muncul tulis maaf temu akun akun gw bener no telpon nya,95
Selalu eror aneh,1,negative,eror aneh,9
X menjadi media sosial yg paling mampu menerjemahkan keinginan netizen,5,positive,x media sosial yg terjemah netizen,34
Buruk aplikasinya kek dog,1,negative,buruk aplikasi kek dog,22
Versi baru twitter,5,positive,versi twitter,13
Login siksa habis updt auto unistall,1,negative,login siksa habis updt auto unistall,36
Kok Nama Aplikasinya Ganti Menjadi X Yaa...Mana Aplikasi Twitterku Yg Dulu,1,negative,nama aplikasi ganti x yaa aplikasi twitterku yg,47
"mengapa Twitter saya tidak ada notifikasi ?, jadi ketinggalan info penting",1,negative,twitter notifikasi tinggal info,31
Tidak Bisa Login Sangat Sampah,1,negative,login sampah,12
"Kesalahan teknis terus,jaringan bagus. Makin di-update makin rusak",1,negative,salah teknis jaring bagus update rusak,38
Babi!!! Kumaha sia,1,negative,babi maha sia,13
buffering mlu,1,negative,buffering mlu,13
AKUN EMAIL GABISA DIPAKE KONTLL GJLS NO SSLAH MLU,1,negative,akun email gabisa dipake kontll gjls no sslah mlu,49
Ya gitu lah jadi X,3,neutral,ya gitu x,9
"Durasi video yang bisa di upload kurang panjang, loading buka video juga lambat dn putus putus padahal signal ok",2,negative,durasi video upload loading buka video lambat dn putus putus signal ok,70
Aplikasi jelek tidak bagus login aja susah,1,negative,aplikasi jelek bagus login aja susah,36
in,5,positive,in,2
Sangat tidak di rekomendasi kN,1,negative,rekomendasi kn,14
kagak ada perubahan sama sekali dari dulu sampek sekarang tetep aja setiap gw scroll kebawah selalu otomatis balik lagi ke atas,1,negative,kagak ubah sampek tetep aja gw scroll bawah otomatis,52
"Apasih bro, gw lagi liat² fto flora mlh *kesalahan teknis* apa coba😅, ayolah bersahabat sedikit ya lg enak² salting mlh ke satir asw",1,negative,apasih bro gw liat fto flora mlh salah teknis coba ayo sahabat ya lg enak salting mlh satir asw,95
Jadi jelek aplikasi nyaa 👎👎,1,negative,jelek aplikasi nyaa,19
"Aplikasinya gmn sih skrg, baru mau login masukin nomer tp gbisa, diulangi bbrp kali ttp gbisa",1,negative,aplikasi gmn sih skrg login masukin nomer tp gbisa ulang bbrp kali ttp gbisa,76
Ya gitu deh pikirsendiri,3,neutral,ya gitu deh pikirsendiri,24
Dari dulu sampe skrg login twitter/X selalu saja kesalahan teknis ditambah kode yg di kirim lewat gmail tidak muncul muncul alhasil dari dulu sampe skrg blm pernah login aplikasi X ini,1,negative,sampe skrg login twitter x salah teknis tambah kode yg kirim gmail muncul muncul alhasil sampe skrg blm login aplikasi x,120
tempat berkeluh kesah dgn sempurna,5,positive,keluh kesah dgn sempurna,24
"Terlalu sering gangguan, setelah update",2,negative,ganggu update,13
The application is very bad and makes it slow and can't be opened,1,negative,the application is very bad and makes it slow and can t be opened,65
Elon tomlol,1,negative,elon tomlol,11
Parah betul ni aplikasi tiap kali masuk gak bisa ini salah itu salah,1,negative,parah ni aplikasi kali masuk gak salah salah,44
lumayan lancar normal jaya ngga kaya yg komen di bawah ko appnya jlek .menurut saya ngga malah menurut saya sekg gampang bngt mudah bngt,3,neutral,lumayan lancar normal jaya ngga kaya yg komen ko appnya jlek ngga sekg gampang bngt mudah bngt,94
Aplikasi jelek bodoh,1,negative,aplikasi jelek bodoh,20
TOLONG BUAT RIWAYAT TONTONAN,1,negative,tolong riwayat tonton,21
"Aplikasi aneh, masukin no tlf gak bisa terus.",1,negative,aplikasi aneh masukin no tlf gak,32
Bagus oke lah,5,positive,bagus oke,9
lagi scroll tiba² kesalahan teknis,1,negative,scroll tiba salah teknis,24
"Ada video"" yg terhapus",1,negative,video yg hapus,14
"Tidak netral dalam memberikan informasi dunia, tidak sejalan langsung di hapus postingan nya atau komennya",1,negative,netral informasi dunia jalan langsung hapus postingan nya komennya,66
Njirt sekarang aplikasinya udah jelek banget kebanyakan iklan,1,negative,njirt aplikasi udah jelek banget banyak iklan,45
Jossss bagus,5,positive,joss bagus,10
"ga bisa mendaftarkan no ponsel, tolong diperbaiki ini bug atau apa ya",1,negative,ga daftar no ponsel tolong baik bug ya,38
harus bayar ga bisa ngedit di batasi lagi hadeh,1,negative,bayar ga ngedit batas hadeh,27
"Di update bukannya bagus, malah makin ga jelas Terutama saya sebagai fanartist Gambar saya gak terlihat 🙃",1,negative,update bagus ga fanartist gambar gak,36
I have no enemies,3,neutral,i have no enemies,17
"Aplikasi jelek , jelas-jelas tidak spam malah akun di tangguh kan, jangan download apk ini penipu👎🏼👎🏼",1,negative,aplikasi jelek spam akun tangguh download apk tipu,50
"Sekarang ga bisa menampilkan hasil pencarian,buruk sekali!!!",1,negative,ga tampil hasil cari buruk,26
bagus aplikasi nya sangatlah berguna,5,positive,bagus aplikasi nya guna,23
Apk tolol si iniii,1,negative,apk tolol si ini,16
Suka bgt sama apk nya,5,positive,suka bgt apk nya,16
"Elon musk ga jelas , aplikasi Twitter bisa jelek kaya gini sekarang",1,negative,elon musk ga aplikasi twitter jelek kaya gin,44
"Tiap ganti sesuatu harus autentikasi, mana abis di autentikasi suka ngebug",1,negative,ganti autentikasi abis autentikasi suka ngebug,46
Saya sangat Terkesaan dengan aplikasi X perkembangannya sangat bagus👍👍👍👍👍,5,positive,terkesaan aplikasi x kembang bagus,34
"knpa pas daftar gabisa?,udah di ulang"" ttep ga bisa. di update bukan nya nmbh bagus,mlh makin aneh.",1,negative,knpa pas daftar gabisa udah ulang ttep ga update nya nmbh bagus mlh aneh,72
lebih mending gini gak bayar 1 dollar kalo mau tweet drpd di USA bayar,5,positive,mending gin gak bayar dollar kalo tweet drpd usa bayar,54
"Pokoknya gw kecewa Ama Twitter sekarang, kesalahan teknis Mulu ,bikin kesel ,lain kali tolong di perbarui",1,negative,pokok gw kecewa ama twitter salah teknis mulu bikin kesel kali tolong baru,74
Gimana si aplikasi mau login GK bisaaaaaaaaa²,1,negative,gimana si aplikasi login gk bisaa,33
FucX,1,negative,fucx,4
"Saya plg senang baca Twit karena tdk memble, berimbang dan byk org yg berkualitas.",4,positive,plg senang baca twit tdk memble imbang byk org yg kualitas,58
Lanjutkan sik asiiiik👍👍👍👍,4,positive,lanjut sik asiik,16
"gabisa dipake, aneh aplikasinya",1,negative,gabisa dipake aneh aplikasi,27
Scam apk,1,negative,scam apk,8
Setiap mau verifikasi nomor selalu tidak bisa,2,negative,verifikasi nomor,16
Ga jelas. Ga bisa masuk,1,negative,ga ga masuk,11
"Parah jelek banget, susah di akses",1,negative,parah jelek banget susah akses,30
walaupun logo Twitter udah di ganti jadi X tetep aja sih gue bakal pake ini aplikasi. Semoga aja kedepannya tampilan sama fitur aplikasi ini jauh lebih baik,4,positive,logo twitter udah ganti x tetep aja sih gue pake aplikasi moga aja depan tampil fitur aplikasi,94
Aplikasi eek,1,negative,aplikasi eek,12
Jelek bgt sumpah jngn di update,1,negative,jelek bgt sumpah jngn update,28
"jadi makin jelek, padahal bagusan yg dulu jadi melas kesel auto apus ni apk burik",1,negative,jelek bagus yg melas kesel auto apus ni apk burik,49
Omg,2,negative,omg,3
Ini logiknya gimana sihhh,1,negative,logiknya gimana sihh,20
"Makin Gak jelas semenjak elon yang pegang. Dikit-dikit hrus premium, dikit-dikit kesalahan teknis",1,negative,gak semenjak elon pegang dikit dikit hrus premium dikit dikit salah teknis,74
Why buy Twitter if its performance is bad?,1,negative,why buy twitter if its performance is bad,41
Abc,5,positive,abc,3
Apk gaje pdhal gak buat aneh² tp tetap saja ditangguhkan,1,negative,apk gaje pdhal gak aneh tp tangguh,34
Aplikasi sampah update langsung hilang akun T*i,1,negative,aplikasi sampah update langsung hilang akun t i,47
Tolol lu,1,negative,tolol lu,8
Overal udh bagus,5,positive,overal udh bagus,16
"Gak jelas, icon apk-nya jelek. Apaan jadi X, trs mau ganti username pake ""apakah kamu robot?"" Gw manusia peak, banyak repot alay",1,negative,gak icon apk nya jelek x trs ganti username pake robot gw manusia peak repot alay,81
Capitalist,1,negative,capitalist,10
"apk taik,,udah daftar pake akun mna pun gk bisa,,sampah",1,negative,apk taik udah daftar pake akun mna gk sampah,44
Makin GK jelas aja nih,1,negative,gk aja nih,10
cara masuk apk nya ribet,1,negative,masuk apk nya ribet,19
Mutar video sulit bgt,1,negative,mutar video sulit bgt,21
Getting worst after Elon musk buy this apps,1,negative,getting worst after elon musk buy this apps,43
bug g jelas,1,negative,bug g,5
Ko susah banget sehh masuk nyaa🙂,1,negative,ko susah banget sehh masuk nyaa,31
Kok ngak bisa mendaftarkan no tlf padahal no tlf sudah benar udah berulang kali dicoba tetapi tidak bisa👎,1,negative,ngak daftar no tlf no tlf udah ulang kali coba,46
Saya kasi bintang satu dulu karena pas mau login pakei google no wa nggak terdaftar sama sekali itu gimana ya?,1,negative,kasi bintang pas login pakei google no wa nggak daftar gimana ya,64
"Tolol,gw masukin nomer malah gk ada yang bisa didaftarin",1,negative,tolol gw masukin nomer gk didaftarin,36
udah performanya turun malah denger2 katanya mau dikenain harga 16k pertahun yang bnr aja lo,2,negative,udah performa turun denger dikenain harga k tahun bnr aja lo,60
"Aplikasi nya jelek, tolong tingkatkan lagi, mendaftar menggunakan nomor telepon tidak bisa padahal nomor telepon aktif",1,negative,aplikasi nya jelek tolong tingkat daftar nomor telepon nomor telepon aktif,74
DIKIT DIKIT KENA BAN PDHL GA NGAPA BGAPAIN APLIKASI TOLOLKK,1,negative,dikit dikit kena ban pdhl ga ngapa bgapain aplikasi tololkk,59
Namanya kok jadi x kan jdi ky apk mencurigakan njir,1,negative,nama x jdi ky apk curiga njir,29
Sungguh aplikasi super aneh....,1,negative,sungguh aplikasi super aneh,27
Bagus kok aplikasi nya tapi keseringan upgrade,5,positive,bagus aplikasi nya sering upgrade,33
Jaringan saya sangat bagus namun satu pun tak bisa dibuka tolol,1,negative,jaring bagus buka tolol,23
ELONTOL GABENER MAU DAFTAR GABISA VERIF KE NO HP,1,negative,elontol gabener daftar gabisa verif no hp,41
Tolong perbaiki bug ini sangat menganggu saya ketika ingin melihat video atau foto yang baru saya like (suka) kenapa tidak berurutan ketika sudah di like malahan acak tidak karuan saya like baru tapi tenggelam dibawah tolong perbaiki,1,negative,tolong baik bug menganggu video foto like suka rurut like acak karuan like tenggelam bawah tolong baik,102
Yg download 100 nyesel cuy. Dijamin kalian g bakal bisa login,1,negative,yg download nyesel cuy jamin g login,36
Udh pake 2 nomor berbeda ttp ga bisa d dftrin. Ada masalah apa si ni sama aplikasi ga beres 😒😏,2,negative,udh pake nomor beda ttp ga d dftrin si ni aplikasi ga beres,59
"Kenapa saat mau daftar apk ini pasti ada tulisan ""saat ini kami tidak dapat mendaftarkan nomer telopon ini"" padahal sudah di coba berkali kali tetap gak bisa tolong dong di perbaiki sudah mencoba buat daftar tapi tetap gak bisa",1,negative,daftar apk tulis daftar nomer telopon coba kali kali gak tolong baik coba daftar gak,84
"Saya cuma ganti nama akun malah muncul layar hitam terus menerus, terpaksa harus keluar, begitu di cari akun saya hilang, maksudnya apa coba? balikin twitter yg lama aja mending",1,negative,ganti nama akun muncul layar hitam terus paksa cari akun hilang maksud coba balikin twitter yg aja mending,106
knp saat gw posting ulang besok ny malah ilang,1,negative,knp gw posting ulang besok ny ilang,35
Bikin versi lite donk,5,positive,bikin versi lite donk,21
Banyak bug dasar aplikasi sampah,1,negative,bug dasar aplikasi sampah,25
"Aplikasi yang sangat buruk, setiap kali saya membukanya selalu berpindah pindah sendiri seperti Ghost touch (padahal tidak), sebelumnya tidak pernah seperti ini",1,negative,aplikasi buruk kali buka pindah pindah ghost touch,50
Twitter ganti nama jd aneh bgt 😮‍💨😮‍💨🛒🛒🛒,2,negative,twitter ganti nama jd aneh bgt,30
Aplikasi apa si tolol anjg,1,negative,aplikasi si tolol anjg,22
Nggak bagus jelek,1,negative,nggak bagus jelek,17
"Koneksi nya susah banget, tolong developer di perbaiki lagi koneksinya",1,negative,koneksi nya susah banget tolong developer baik koneksi,54
Mau login ko ga bisa. Padahal nomernya sudah terdaftar. Mau bikin akun baru tetep gabisa karna salah. Saya ganti ganti nomer tetep ga bisa. Dasarr payah apk ini,1,negative,login ko ga nomernya daftar bikin akun tetep gabisa karna salah ganti ganti nomer tetep ga dasarr payah apk,107
apa apa bayar mulu perasaan gue,1,negative,bayar mulu asa gue,18
"Aplikasi nya semakin buruk, saat mengubah bio X dan tiba tiba memuat ulang berkali kali, dan tidak bisa membuka yang lain, tolong diperbaiki Bug seperti ini",1,negative,aplikasi nya buruk ubah bio x muat ulang kali kali buka tolong baik bug,71
ga bisa tambahin no hp,1,negative,ga tambahin no hp,17
Informasi luas dan lebih cepat,5,positive,informasi luas cepat,20
Tidak bisa memutar video pakai wifi,1,negative,putar video pakai wifi,22
"Tampilan baru, segar dan lebih bagus dari yang lalu Terus maju X dan sukses selalu",5,positive,tampil segar bagus maju x sukses,32
Gud jobs Elon! 👏😎,5,positive,gud jobs elon,13
"tolong dibenerin lagi, mau login pake nomor yang belum dipake ngga bisa alasannya 'nomor ini tidak terdaftar' tapi pas login ke akun yang sudah ada malah disuru nebak apa gitu :(",1,negative,tolong dibenerin login pake nomor dipake ngga alas nomor daftar pas login akun disuru nebak gitu,96
Kenapa sekarang ga bisa share foto/vid ke pinterest?,1,negative,ga share foto vid pinterest,27
ngga bisa di download jir,2,negative,ngga download jir,17
"Informasinya akurat,sangat uptudate,no hoax,tidak membodohi",5,positive,informasi akurat uptudate no hoax bodoh,39
